glottocode,num_oral_cons,num_nasal_cons,num_oral_vowel,num_nasal_vowel,name,isocodes,level,macroarea,latitude,longitude
adan1251,14.0,4.0,22.0,0.0,Adang,adn,language,Papunesia,-8.18958,124.448
ambe1247,26.0,12.0,10.0,0.0,Ambele,ael,language,Africa,5.94043,9.62028
apur1254,11.0,3.0,16.0,10.0,Apurinã,apu,language,South America,-8.21692,-66.7714
achi1257,17.0,4.0,22.0,12.0,Acehnese,ace,language,Papunesia,3.90757,96.6032
anti1245,21.0,3.0,13.0,0.0,Antigua and Barbuda Creole English,aig,language,North America,17.068263,-61.821863
akla1241,14.0,3.0,3.0,0.0,Kailibo Aklanon,,dialect,Papunesia,11.5543,122.354
arhu1242,14.0,2.0,16.0,0.0,Arhuaco,arh,language,South America,10.7018,-73.6363
liby1240,31.0,3.0,16.0,0.0,Libyan Arabic,ayl,language,Africa,22.0032,15.0014
bond1245,16.0,5.0,6.0,0.0,Bondo,bfw,language,Eurasia,19.1512,83.8141
siks1238,11.0,2.0,12.0,0.0,Siksika,bla,language,North America,49.0669,-113.109
bilo1248,10.0,2.0,5.0,3.0,Biloxi,bll,language,North America,31.32,-89.1951
beli1260,19.0,3.0,11.0,2.0,Belize Kriol English,bzj,language,North America,17.3941,-88.6281
koas1236,13.0,2.0,6.0,0.0,Koasati,cku,language,North America,30.4096,-92.709
como1259,33.0,4.0,5.0,0.0,Comox,coo,language,North America,49.7233,-124.967
soch1239,15.0,3.0,7.0,7.0,Sochiapam Chinantec,cso,language,North America,17.7985,-96.6079
diml1238,28.0,2.0,14.0,0.0,Dimli,diq,language,Eurasia,38.6147,39.6388
yekh1238,23.0,3.0,7.0,0.0,Yekhee,ets,language,Africa,7.10204,6.44919
nort2626,19.0,4.0,19.0,0.0,Northern Frisian,frr,language,Eurasia,54.6409,8.58489
guja1253,29.0,3.0,11.0,7.0,Gujari,gju,language,Eurasia,33.7,75.11
guan1269,16.0,0.0,6.0,0.0,Kotiria,gvc,language,South America,1.07554,-69.5705
hung1278,17.0,3.0,10.0,0.0,Hungan,hum,language,Africa,-3.69695,18.4312
halk1245,30.0,2.0,12.0,0.0,Halkomelem,hur,language,North America,49.250402,-122.443668
ilok1237,14.0,3.0,4.0,0.0,Iloko,ilo,language,Papunesia,15.9361,120.993
kadi1248,19.0,4.0,8.0,0.0,Kadiwéu,kbc,language,South America,-19.7222,-57.582
kute1248,19.0,9.0,7.0,6.0,Kutep,kub,language,Africa,7.07479,10.0916
awac1239,11.0,3.0,7.0,0.0,Awa-Cuaiquer,kwi,language,South America,1.21652,-78.3401
lisu1250,22.0,3.0,8.0,0.0,Lisu,lis,language,Eurasia,26.91,98.94
loni1238,11.0,5.0,7.0,0.0,Loniu,los,language,Papunesia,-2.06124,147.35
mola1238,20.0,3.0,7.0,0.0,Molale,mbe,language,North America,44.556,-122.857
mats1244,13.0,2.0,6.0,0.0,Matsés,mcf,language,South America,-5.73914,-72.6281
mani1292,22.0,3.0,6.0,0.0,Manipuri,mni,language,Eurasia,24.4409,93.3426
mand1436,15.0,4.0,10.0,0.0,Mandinka,mnk,language,Africa,12.8165233333,-15.6539466667
moco1246,20.0,3.0,8.0,0.0,Mocoví,moc,language,South America,-28.097,-60.4145
mamm1241,30.0,3.0,10.0,0.0,Mam,mam,language,North America,14.8034,-91.7231
mund1330,14.0,3.0,10.0,10.0,Mundurukú,myu,language,South America,-8.41095,-57.691
nisg1240,28.0,4.0,10.0,0.0,Nisga'a,ncg,language,North America,55.199,-129.192
nort2627,19.0,4.0,14.0,0.0,Eastern Low German,nds,language,Eurasia,53.115373,12.391439
nort2984,31.0,9.0,6.0,6.0,Northern Pame,pmq,language,North America,22.0968,-99.6434
pana1305,15.0,8.0,13.0,0.0,Panamint,par,language,North America,36.0007,-117.901
nige1257,20.0,3.0,7.0,0.0,Nigerian Pidgin,pcm,language,Africa,9.65873,4.21068
nort2966,27.0,2.0,10.0,0.0,Northern Pomo,pej,language,North America,39.1084,-123.209
texi1237,15.0,4.0,10.0,0.0,Texistepec Popoluca,poq,language,North America,17.8926,-94.8076
stan1289,19.0,4.0,16.0,0.0,Catalan,cat,language,Eurasia,41.453,1.569
croa1245,22.0,3.0,11.0,0.0,Croatian Standard,hrv,dialect,Eurasia,45.555,15.982
czec1258,22.0,3.0,13.0,0.0,Czech,ces,language,Eurasia,49.873398,15.10437
gali1258,17.0,4.0,7.0,0.0,Galician,glg,language,Eurasia,42.2446,-7.5343
mono1270,25.0,8.0,8.0,0.0,Mono (Democratic Republic of Congo),mnh,language,Africa,4.57915,19.8264
indo1316,18.0,4.0,9.0,0.0,Standard Indonesian,ind,language,Papunesia,-7.33458,109.716
ital1282,20.0,3.0,7.0,0.0,Italian,ita,language,Eurasia,43.0464,12.6489
sala1272,21.0,3.0,5.0,0.0,Tungurahua Highland Quichua,qxl,language,South America,-1.35447,-78.3953
seri1257,15.0,2.0,8.0,0.0,Seri,sei,language,North America,28.9877,-112.384
sind1272,36.0,8.0,10.0,0.0,Sindhi,snd,language,Eurasia,26.0,69.0
slov1268,19.0,2.0,16.0,0.0,Slovenian,slv,language,Eurasia,46.2543,14.7766
swed1254,15.0,3.0,17.0,0.0,Swedish,swe,language,Eurasia,59.800634,17.389526
tuka1248,14.0,10.0,5.0,0.0,Tukang Besi North,khc,language,Papunesia,-5.30994,123.578
yine1238,13.0,3.0,10.0,0.0,Yine,pib,language,South America,-11.1086,-73.3087
kich1262,20.0,2.0,10.0,0.0,K'iche',quc,language,North America,14.5278,-91.1696
huam1248,18.0,3.0,10.0,0.0,Huamalíes-Dos de Mayo Huánuco Quechua,qvh,language,South America,-9.15718,-76.3372
sipa1247,20.0,2.0,10.0,0.0,Sipacapense,qum,language,North America,15.23054,-91.7041
chim1302,28.0,3.0,5.0,0.0,Bolivar-North Chimborazo Highland Quichua,qug,language,South America,-1.36727,-78.8521
tlac1235,22.0,2.0,10.0,0.0,Tlachichilco Tepehua,tpt,language,North America,20.704,-98.1947
ambu1247,9.0,8.0,7.0,0.0,Ambulas,abt,language,Papunesia,-3.7801,143.059
abau1245,7.0,2.0,5.0,0.0,Abau,aau,language,Papunesia,-3.97222,141.324
qima1242,24.0,4.0,7.0,0.0,Qimant,ahg,language,Africa,12.8119,37.0542
akha1245,24.0,4.0,10.0,3.0,Akha,ahk,language,Eurasia,21.2309,100.964
alya1239,13.0,12.0,7.0,0.0,Alyawarr,aly,language,Australia,-21.0427,136.835
aman1265,11.0,3.0,5.0,0.0,Amanab,amn,language,Papunesia,-3.51516,141.178
anua1242,14.0,5.0,24.0,0.0,Anuak,anu,language,Africa,7.57714,34.0267
aran1237,11.0,2.0,5.0,0.0,Dombano,jbj,language,Papunesia,-2.08016,132.983
bumb1241,12.0,3.0,7.0,0.0,Bumbita Arapesh,aon,language,Papunesia,-3.65508,142.859
tana1290,32.0,3.0,10.0,4.0,Tanacross,tcb,language,North America,63.4046,-143.338
auuu1241,8.0,2.0,7.0,0.0,Au,avt,language,Papunesia,-3.53277,142.105
tinp1237,10.0,2.0,14.0,0.0,Tinputz,tpz,language,Papunesia,-5.58358,154.972
peta1245,12.0,3.0,15.0,0.0,Petats,pex,language,Papunesia,-5.34068,154.593
pate1247,15.0,15.0,14.0,0.0,Patep,ptp,language,Papunesia,-6.91988,146.639
kela1255,13.0,3.0,9.0,5.0,Kela (Papua New Guinea),kcl,language,Papunesia,-7.47103,147.173
surs1246,12.0,3.0,6.0,0.0,Sursurunga,sgz,language,Papunesia,-3.99078,152.768
awar1248,15.0,4.0,6.0,0.0,Awara,awx,language,Papunesia,-6.16986,146.372
awin1248,26.0,13.0,17.0,0.0,Awing,azo,language,Africa,5.88362,10.264
awtu1239,8.0,3.0,7.0,0.0,Awtuw,kmn,language,Papunesia,-3.53129,141.928
baba1264,18.0,5.0,7.0,0.0,Baba,bbw,language,Africa,6.11222,10.5216
baba1266,22.0,4.0,7.0,0.0,Babanki,bbk,language,Africa,5.97863,10.2869
bako1249,17.0,9.0,7.0,0.0,Bakoko,bkh,language,Africa,3.56518,9.99905
nyon1241,16.0,7.0,14.0,0.0,Nyong,muo,language,Africa,7.274185,11.061485
bamu1256,19.0,4.0,9.0,0.0,Bamunka,bvm,language,Africa,6.00203,10.5127
bang1356,24.0,3.0,9.0,0.0,Bangolan,bgj,language,Africa,6.0125,10.667
bata1285,12.0,8.0,8.0,0.0,Batanga,bnm,language,Africa,1.397041,9.51011
bari1286,9.0,3.0,5.0,0.0,Bariai,bch,language,Papunesia,-5.5087,148.666
befa1241,35.0,8.0,14.0,0.0,Menchum,bby,language,Africa,6.27562,10.0342
idaa1241,14.0,3.0,6.0,0.0,Ida'an,dbj,language,Papunesia,5.29059,118.515
bemb1257,11.0,4.0,10.0,0.0,Bemba (Zambia),bem,language,Africa,-10.6122,29.2993
berb1259,18.0,2.0,6.0,0.0,Berbice Creole Dutch,brc,language,South America,5.3829,-58.0002
bett1235,18.0,4.0,15.0,0.0,Betta Kurumba,xub,language,Eurasia,11.6385,76.6064
biak1248,12.0,2.0,10.0,0.0,Biak,bhw,language,Papunesia,-0.9523,135.879
bili1250,12.0,5.0,6.0,0.0,Bilinarra,,dialect,Australia,-16.868771,130.533991
bina1277,9.0,2.0,15.0,9.0,Binandere,bhg,language,Papunesia,-8.37433,147.884
sout2840,15.0,4.0,14.0,5.0,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
nucl1695,20.0,8.0,10.0,0.0,Bole,bol,language,Africa,11.4839,11.2322
bong1285,15.0,3.0,11.0,0.0,Bongo,bot,language,Africa,7.4145,27.9918
boro1277,13.0,3.0,6.0,0.0,Boro (Ethiopia),bwo,language,Africa,10.6596,35.345
brok1247,28.0,3.0,10.0,0.0,Brokskat,bkk,language,Eurasia,34.5308,76.6026
baga1272,15.0,3.0,8.0,0.0,Baga Sitemu,bsp,language,Africa,10.4793,-14.4756
bubi1249,16.0,9.0,14.0,0.0,Bubia,bbx,language,Africa,4.02178,9.22304
buku1249,12.0,8.0,10.0,0.0,Bukusu,bxk,language,Africa,0.68043,34.7719
subi1246,38.0,8.0,5.0,0.0,Subiya,sbs,language,Africa,-17.5696,24.8867
tote1238,36.0,8.0,10.0,0.0,Totela,ttl,language,Africa,-16.9575,24.3751
bamb1265,24.0,10.0,18.0,0.0,Bambalang,bmo,language,Africa,5.861,10.544
nort2845,10.0,2.0,10.0,0.0,North Marquesan,mrq,language,Papunesia,-8.89412,-140.108
onge1236,12.0,4.0,8.0,0.0,Önge,oon,language,Eurasia,10.6926,92.4707
olut1240,18.0,2.0,12.0,0.0,Oluta Popoluca,plo,language,North America,17.8937,-94.8863
suri1267,18.0,4.0,7.0,0.0,Tirma-Chai,suq,language,Africa,6.03205,35.0823
bilu1245,12.0,4.0,25.0,0.0,Bilua,blb,language,Papunesia,-7.92388,156.663
hoav1238,13.0,3.0,5.0,0.0,Hoava,hoa,language,Papunesia,-8.19679,157.595
fili1244,14.0,3.0,10.0,0.0,Filipino,fil,language,Papunesia,12.265,123.464
ngad1261,18.0,3.0,6.0,0.0,Ngad'a,nxg,language,Papunesia,-8.79508,120.976
muna1247,18.0,10.0,5.0,0.0,Muna,mnb,language,Papunesia,-5.40419,122.541
keoo1238,18.0,6.0,6.0,0.0,Kéo,xxk,language,Papunesia,-8.8704,121.256
saki1248,11.0,4.0,10.0,10.0,Mekens,skf,language,South America,-13.054,-62.0927
torw1241,35.0,3.0,7.0,6.0,Torwali,trw,language,Eurasia,35.3101,72.5316
thul1246,27.0,3.0,8.0,0.0,Thulung,tdh,language,Eurasia,27.5389,87.6063
tsha1245,28.0,4.0,5.0,0.0,Tshangla,tsj,language,Eurasia,27.3694,91.7741
colo1256,14.0,2.0,5.0,4.0,Tsafiki,cof,language,South America,-0.21181,-79.2347
tzut1248,23.0,2.0,10.0,0.0,Tz'utujil,tzj,language,North America,14.6351,-91.2012
kinn1249,28.0,3.0,15.0,0.0,Kinnauri,kfk,language,Eurasia,31.3688,78.3148
mewa1250,27.0,3.0,10.0,10.0,Mewati,wtm,language,Eurasia,27.736,76.947
anei1239,16.0,5.0,5.0,0.0,Aneityum,aty,language,Papunesia,-20.1864,169.825
zaiw1241,18.0,3.0,8.0,0.0,Zaiwa,atb,language,Eurasia,24.1726,98.3643
chic1270,14.0,2.0,6.0,3.0,Chickasaw,cic,language,North America,34.0,-88.0
friu1240,22.0,3.0,14.0,0.0,Friulian,fur,language,Eurasia,46.1473,13.0493
jica1244,32.0,2.0,11.0,8.0,Jicarilla Apache,apj,language,North America,36.8079,-107.007
egaa1242,23.0,4.0,9.0,0.0,Ega,ega,language,Africa,5.56081,-5.41732
west2441,14.0,12.0,3.0,0.0,Western Arrarnta,are,language,Australia,-24.05052,133.24621
sanu1240,9.0,2.0,7.0,6.0,Sanumá,xsu,language,South America,4.5,-64.5
wari1268,10.0,4.0,6.0,0.0,Wari',pav,language,South America,-10.69948,-64.56152
crow1244,10.0,0.0,10.0,0.0,Crow,cro,language,North America,45.368,-107.874
anyi1245,17.0,2.0,10.0,6.0,Anyin,any,language,Africa,6.31781,-3.30532
dibo1245,11.0,10.0,6.0,0.0,Dibole,bvx,language,Africa,1.07773,17.2305
bana1305,28.0,9.0,3.0,0.0,Bana,bcw,language,Africa,10.3535,13.6131
baka1274,32.0,4.0,10.0,0.0,Baka (South Sudan),bdh,language,Africa,4.65943,29.59
ajas1235,34.0,4.0,10.0,0.0,Aja (South Sudan),aja,language,Africa,8.58003,25.6122
bila1255,13.0,6.0,9.0,0.0,Bila,bip,language,Africa,1.16839,28.7626
busa1253,14.0,2.0,7.0,5.0,Busa,bqp,language,Africa,9.91074,4.39929
nige1253,32.0,15.0,10.0,0.0,Hausa States Fulfulde,fuv,language,Africa,10.9972,11.1188
here1253,12.0,7.0,5.0,0.0,Herero,her,language,Africa,-21.0231,20.5655
bafi1243,21.0,4.0,18.0,0.0,Bafia,ksf,language,Africa,4.72603,11.0982
lega1249,15.0,3.0,14.0,0.0,Lega-Shabunda,lea,language,Africa,-3.83196,27.1424
myen1241,17.0,12.0,7.0,0.0,Myene,mye,language,Africa,-1.48741,9.50247
tune1261,9.0,8.0,7.0,0.0,Tunen,tvu,language,Africa,4.75,10.67
matu1259,11.0,4.0,5.0,0.0,Matumbi,mgw,language,Africa,-8.53734,39.0409
yaoo1241,14.0,4.0,7.0,0.0,Yao,yao,language,Africa,-13.6119,35.2387
umbu1257,11.0,9.0,5.0,5.0,Umbundu,umb,language,Africa,-12.4763,14.4148
ndon1254,22.0,3.0,5.0,0.0,Ndonga,ndo,language,Africa,-17.22,17.35
mbuk1240,18.0,4.0,7.0,0.0,Mbukushu,mhw,language,Africa,-17.6827,22.5026
diri1252,19.0,4.0,5.0,0.0,Diriku-Shambyu,diu,language,Africa,-18.1681,20.6678
kwan1273,18.0,4.0,5.0,0.0,Kwangali,kwn,language,Africa,-17.9026,19.256
mong1338,29.0,16.0,7.0,0.0,Mongo,lol,language,Africa,-1.54228,20.4259
long1387,15.0,5.0,7.0,0.0,Longto,wok,language,Africa,8.33313,13.0568
xwel1235,22.0,7.0,8.0,5.0,Xwela Gbe,xwe,language,Africa,6.41342,2.02985
west2456,22.0,7.0,8.0,5.0,Western Xwla Gbe,xwl,language,Africa,6.33455,2.03904
kota1272,22.0,7.0,8.0,5.0,Kotafon Gbe,kqk,language,Africa,6.64027,1.72346
gbes1238,24.0,7.0,8.0,5.0,Gbesi Gbe,gbs,language,Africa,6.55911,2.0269
mach1266,18.0,15.0,10.0,0.0,Machame,jmc,language,Africa,-3.29385,37.0703
mada1282,20.0,3.0,8.0,5.0,Mada (Nigeria),mda,language,Africa,9.02294,8.34119
mbee1249,21.0,5.0,7.0,0.0,Mbe,mfo,language,Africa,6.57067,8.82998
ngwe1238,20.0,4.0,14.0,0.0,Ngwe,nwe,language,Africa,5.49787,9.9028
jowu1238,15.0,5.0,14.0,7.0,Jowulu,jow,language,Africa,10.7691,-5.47873
yala1263,21.0,7.0,7.0,0.0,Yala,yba,language,Africa,6.73852,8.60748
mamb1296,15.0,4.0,10.0,0.0,Mambwe-Lungu,mgr,language,Africa,-8.86817,31.2269
kete1252,13.0,3.0,5.0,0.0,Kete,kcv,language,Africa,-7.15104,22.9027
kwes1244,14.0,2.0,6.0,0.0,Kwese,kws,language,Africa,-5.60445,18.5759
sout2828,34.0,13.0,9.0,0.0,Southern Ma'di,snm,language,Africa,2.8735,31.25
moru1253,22.0,4.0,9.0,0.0,Moru,mgd,language,Africa,5.1232,30.3287
logo1259,23.0,4.0,9.0,0.0,Logo,log,language,Africa,3.32608,29.8866
afit1238,13.0,4.0,6.0,0.0,Afitti,aft,language,Africa,12.446,30.7611
avat1244,23.0,5.0,9.0,9.0,Avatime,avn,language,Africa,6.8688,0.41314
abua1244,22.0,5.0,10.0,0.0,Abua,abn,language,Africa,4.83057,6.61492
dghw1239,26.0,7.0,3.0,0.0,Dghwede,dgh,language,Africa,11.05751,13.77847
eloy1241,26.0,15.0,7.0,0.0,Ajiri,afo,language,Africa,8.24696,7.97061
giky1238,24.0,5.0,11.0,11.0,Gikyode,acd,language,Africa,8.39478,0.56975
giny1241,26.0,5.0,11.0,11.0,Ginyanga,ayg,language,Africa,8.2327,0.98348
huba1236,22.0,2.0,5.0,0.0,Huba,hbb,language,Africa,10.3544,13.139
kofy1242,20.0,3.0,10.0,0.0,Pan,kwl,language,Africa,8.79947,9.15279
krac1238,13.0,4.0,12.0,12.0,Krache,kye,language,Africa,7.93475,0.01925
krim1238,15.0,7.0,16.0,0.0,Krim,krm,dialect,Africa,7.24116,-11.8393
west2458,21.0,10.0,10.0,0.0,West Central Banda,bbp,language,Africa,6.81435,24.1012
sout2833,15.0,5.0,37.0,0.0,South Central Dinka,dib,language,Africa,6.7307,30.3021
food1238,19.0,4.0,18.0,0.0,Foodo,fod,language,Africa,9.56489,1.40486
jola1262,23.0,8.0,20.0,0.0,Jola-Esulalu,csk,language,Africa,12.5089,-16.5539
jumj1238,15.0,5.0,16.0,0.0,Jumjum,jum,language,Africa,10.4349,33.7494
buru1301,15.0,4.0,16.0,0.0,Northern Burun,bdi,language,Africa,10.725,33.921
olub1238,24.0,10.0,9.0,0.0,Olu'bo,lul,language,Africa,4.6242,31.9103
maay1238,19.0,3.0,10.0,0.0,Maay,ymm,language,Africa,3.22288,43.6182
maba1273,15.0,4.0,22.0,0.0,Mabaan,mfz,language,Africa,9.81455,33.5404
suga1248,39.0,19.0,15.0,8.0,Nizaa,sgi,language,Africa,7.12906,12.3779
xhos1239,44.0,31.0,7.0,0.0,Xhosa,xho,language,Africa,-31.0389,28.0769
siwu1238,17.0,3.0,7.0,7.0,Siwu,akp,language,Africa,7.23811,0.44362
sher1258,20.0,4.0,7.0,0.0,Sherbro,bun,language,Africa,7.77585,-12.7405
cher1271,20.0,6.0,5.0,5.0,Cherepon,cpn,language,Africa,6.05387,-0.10955
palo1243,19.0,7.0,17.0,0.0,Palor,fap,language,Africa,14.8628,-16.9557
sekp1241,17.0,4.0,4.0,5.0,Sekpele,lip,language,Africa,7.16751,0.5886
tong1318,16.0,17.0,5.0,0.0,Tonga (Zambia),toi,language,Africa,-17.422325,27.103495
bady1239,16.0,9.0,6.0,12.0,Jaad-Badyara,pbp,language,Africa,12.6425,-13.4759
sele1249,11.0,7.0,7.0,5.0,Selee,snw,language,Africa,7.17462,0.42458
tivv1240,21.0,10.0,6.0,0.0,Tiv,tiv,language,Africa,6.88039,9.26287
bili1260,27.0,4.0,7.0,0.0,Bilin,byn,language,Africa,15.7833,38.3917
xamt1239,24.0,0.0,7.0,0.0,Xamtanga,xan,language,Africa,12.4479,38.8352
lika1243,22.0,11.0,9.0,0.0,Liko,lik,language,Africa,2.13777,27.6088
yans1239,14.0,3.0,22.0,0.0,Yansi,yns,language,Africa,-3.8231,18.2341
budu1250,21.0,10.0,9.0,0.0,Budu,buu,language,Africa,2.00501,27.951
kele1255,13.0,8.0,7.0,0.0,Kele-Foma,khy,language,Africa,0.36906,24.3098
leng1258,21.0,3.0,5.0,0.0,Lengola,lej,language,Africa,-1.95874,25.3343
keli1248,25.0,11.0,6.0,0.0,Keliko,kbo,language,Africa,3.56039,30.556
wong1247,11.0,4.0,7.0,0.0,Wongo,won,language,Africa,-5.73837,20.5054
mwal1237,16.0,3.0,5.0,0.0,Mwali Comorian,wlc,language,Africa,-12.3164,43.741
afar1241,15.0,2.0,10.0,0.0,Afar,aar,language,Africa,12.2281,41.8083
mund1325,27.0,10.0,18.0,9.0,Mundang,mua,language,Africa,9.83195,14.4751
mono1269,25.0,10.0,13.0,11.0,Mono (Cameroon),mru,language,Africa,8.78372,14.2254
tupu1244,21.0,7.0,13.0,11.0,Tupuri,tui,language,Africa,10.0144,14.8697
kuoo1238,21.0,8.0,13.0,11.0,Kuo,xuo,language,Africa,7.97771,15.4843
kare1338,22.0,8.0,13.0,11.0,Kare (Central African Republic),kbn,language,Africa,7.05641,15.2207
ndai1238,24.0,8.0,13.0,9.0,Ndai,gke,language,Africa,8.09039,14.2888
bamb1262,20.0,3.0,10.0,0.0,Bambassi,myf,language,Africa,9.82554,34.6522
tigr1271,53.0,6.0,7.0,0.0,Tigrinya,tir,language,Africa,15.3359,38.9266
kara1483,17.0,4.0,39.0,0.0,Karamojong,kdj,language,Africa,2.45157,34.2761
gwan1268,26.0,2.0,5.0,5.0,Gwandara,gwn,language,Africa,9.20464,7.49931
avik1243,20.0,5.0,6.0,0.0,Avikam,avi,language,Africa,5.15838,-5.2529
shil1265,20.0,5.0,26.0,0.0,Shilluk,shk,language,Africa,9.85472,31.7926
haio1238,22.0,2.0,5.0,0.0,Hai//om-Akhoe,hgm,language,Africa,-19.7637,17.0299
pero1241,15.0,3.0,10.0,0.0,Pero,pip,language,Africa,9.62092,11.044
bora1271,23.0,3.0,10.0,0.0,Borana-Arsi-Guji Oromo,gax,language,Africa,1.05676,37.882
hadi1240,42.0,4.0,10.0,0.0,Hadiyya,hdy,language,Africa,7.57377,37.7577
wola1242,37.0,1.0,10.0,0.0,Wolaytta,wal,language,Africa,6.32668,37.7537
kuny1238,25.0,19.0,7.0,0.0,Kunyi,njx,language,Africa,-3.69702,12.5197
otuh1238,28.0,5.0,20.0,0.0,Otuho,lot,language,Africa,4.16379,32.6641
masa1299,31.0,20.0,10.0,2.0,Masaaba,myx,language,Africa,1.05906,34.2829
kamw1239,23.0,3.0,7.0,0.0,Kamwe,hig,language,Africa,10.646,13.5136
many1261,15.0,3.0,7.0,0.0,Manya,mzj,language,Africa,8.56186,-9.44257
saya1246,26.0,10.0,12.0,3.0,Saya,say,language,Africa,9.69441,9.71748
njeb1242,15.0,9.0,8.0,0.0,Njebi,nzb,language,Africa,-2.18115,12.7063
tada1238,51.0,8.0,11.0,0.0,Tadaksahak,dsq,language,Africa,16.685,2.32653
kamb1316,44.0,5.0,10.0,0.0,Kambaata,ktb,language,Africa,7.37582,37.9088
otor1240,25.0,5.0,14.0,0.0,Otoro,otr,language,Africa,11.1187,30.573
tira1254,22.0,4.0,16.0,0.0,Tira,tic,language,Africa,11.0963,30.8092
nyam1285,27.0,12.0,14.0,0.0,Nyam,nmi,language,Africa,9.18024,10.83652
fali1285,33.0,5.0,7.0,0.0,Fali,fli,language,Africa,10.5419,13.4087
mawa1270,20.0,4.0,6.0,0.0,Mawa (Chad),mcw,language,Africa,11.7461,18.2999
huaa1248,110.0,20.0,23.0,5.0,East Taa,nmn,language,Africa,-24.20022,20.79583
koal1240,18.0,11.0,16.0,0.0,Koalib-Rere,kib,language,Africa,11.69648,30.47166
kagu1239,15.0,11.0,5.0,0.0,Kagulu,kki,language,Africa,-6.38204,37.0534
kung1261,73.0,22.0,13.0,8.0,North-Central Ju,knw,language,Africa,-21.92,18.0
ghom1247,32.0,4.0,18.0,0.0,Ghomálá',bbj,language,Africa,5.39619,10.352
defa1248,17.0,1.0,14.0,5.0,Defaka,afn,language,Africa,4.58451,7.50186
teee1242,19.0,4.0,7.0,5.0,Tee,tkq,language,Africa,4.73213,7.37553
kips1239,10.0,4.0,19.0,0.0,Kipsigis,sgc,language,Africa,-0.35774,35.258532
pang1287,15.0,8.0,12.0,0.0,Pangwa,pbr,language,Africa,-9.96782,34.8039
holo1240,13.0,4.0,7.0,0.0,Holoholo,hoo,language,Africa,-5.37545,28.3274
buli1254,18.0,5.0,13.0,0.0,Buli (Ghana),bwu,language,Africa,10.5763,-1.26748
bala1302,18.0,15.0,14.0,0.0,Balanta-Ganja,bjt,language,Africa,12.5382,-15.6658
nyam1277,15.0,5.0,10.0,0.0,Nyambo,now,language,Africa,-1.6096,30.9156
poko1263,13.0,4.0,19.0,0.0,Pökoot,pko,language,Africa,1.57023,35.2318
afri1274,13.0,3.0,23.0,0.0,Afrikaans,afr,language,Africa,-22.0,30.0
argo1244,27.0,3.0,8.0,0.0,Argobba,agj,language,Africa,10.6596,39.756
hara1271,22.0,3.0,9.0,0.0,Harari,har,language,Africa,9.30485,42.1332
nzim1238,19.0,5.0,9.0,5.0,Nzima,nzi,language,Africa,5.1785,-2.81123
ahan1243,19.0,5.0,9.0,5.0,Ahanta,aha,language,Africa,4.85147,-1.94657
buwa1243,28.0,10.0,2.0,0.0,Buwal,bhs,language,Africa,10.6151,13.8838
hdii1240,29.0,8.0,4.0,0.0,Hdi,xed,language,Africa,10.942,13.6881
lama1288,27.0,10.0,4.0,0.0,Lamang,hia,language,Africa,11.0243,13.7362
ikwe1242,23.0,0.0,9.0,9.0,Ikwere,ikw,language,Africa,5.04333,6.86651
lagw1237,32.0,2.0,5.0,0.0,Lagwan,kot,language,Africa,11.5592,14.9884
mbuk1243,26.0,8.0,8.0,0.0,Mbuko,mqb,language,Africa,10.7788,14.1677
molo1266,24.0,7.0,10.0,0.0,Moloko,mlw,language,Africa,10.7933,14.2521
muya1243,21.0,6.0,14.0,0.0,Muyang,muy,language,Africa,10.86047,14.21246
keme1240,16.0,4.0,8.0,0.0,Kemezung,dmo,language,Africa,6.69577,10.4984
nate1242,13.0,0.0,14.0,10.0,Nateni,ntm,language,Africa,10.5191,1.21879
silt1240,40.0,6.0,10.0,0.0,Silt'e,stv,language,Africa,7.77004,38.1449
wehh1238,26.0,11.0,7.0,0.0,Weh,weh,language,Africa,6.46164,10.121
tuli1249,30.0,7.0,19.0,0.0,Tulishi,tey,language,Africa,11.4507,29.108
keig1242,29.0,8.0,20.0,0.0,Keiga,kec,language,Africa,11.2064,29.3889
kron1241,32.0,8.0,20.0,0.0,Krongo,kgo,language,Africa,10.514,30.003
kang1288,46.0,8.0,20.0,0.0,Kanga,kcp,language,Africa,11.0174,29.3463
moro1284,30.0,12.0,10.0,0.0,Morokodo,mgc,language,Africa,5.5103,30.0229
arin1244,23.0,12.0,9.0,0.0,Aringa,luc,language,Africa,3.56143,31.3071
tese1238,17.0,7.0,18.0,0.0,Tese,keg,language,Africa,11.3885,29.5803
lumu1239,12.0,5.0,16.0,0.0,Lumun,lmd,language,Africa,10.8308,30.253
ache1245,12.0,6.0,20.0,0.0,Acheron,acz,language,Africa,10.8827,30.3187
toch1257,10.0,5.0,10.0,0.0,Tocho,taz,language,Africa,10.8828,30.1567
dagi1241,13.0,3.0,10.0,0.0,Dagik,dec,language,Africa,10.583,29.9404
didi1258,28.0,8.0,18.0,0.0,Didinga,did,language,Africa,4.21489,33.6869
luwo1239,14.0,5.0,10.0,0.0,Luwo,lwo,language,Africa,7.35089,28.1378
acol1236,13.0,4.0,9.0,0.0,Acoli,ach,language,Africa,3.57738,32.5147
bela1256,16.0,9.0,10.0,0.0,Belanda Bor,bxb,language,Africa,6.6503,27.8232
bela1255,19.0,9.0,10.0,0.0,Belanda Viri,bvi,language,Africa,7.41311,27.6956
